IMR,DISTRICT,FD,STATE,FS,POPULATION,BCG,DPT_1,DPT_2,DPT_3,PENTA_1,PENTA_2,PENTA_3,OPV_0,OPV_1,OPV_2,OPV_3,HEP_B0,HEP_B1,HEP_B2,HEP_B3,MEAS_1,MEAS_2,JE_1,M_FI_9_11,F_FI_9_11,T_FI_9_11,DPT_1B,OPV_B,MMR_V,DPT5_2B,TT_10,TT_16,AEFI_A,AEFI_D,AEFI_O,IS_P,IS_H,IS_ASHA,JE_16M,dropout_gap_percent,asha_efficiency_ratio,IMR_TARGET,IMR_TARGET_NUM
HIGH,Jabalpur,NPD,MADHYA PRADESH,HF,2460714,36320.75,5958,6849,7712,32736,31200,29794,31925,38178,37329,36704,29386.75,6372,7158,8232,30620,34811,18,19821,18093,37914,35906,35870,11,30689,30710,32173,49,0,688,26905,26451,21423,0,0.0,8.706009719130302,HIGH,1
HIGH,Jhabua,PD,MADHYA PRADESH,HF,1024091,34470.5,4699,5358,5965,25732,23443,21595,28264,30125,28545,27291,26611.25,4552,5247,5804,20155,25168,16,13161,12194,25355,25034,25418,74,27545,24257,22055,28,0,198,22087,21813,19702,0,26.44435096676869,19.238524701418136,HIGH,1
HIGH,Katni,NPD,MADHYA PRADESH,HF,1291684,22962.25,3404,4002,4618,19752,18766,18187,20228,23004,22631,22712,18872.75,3439,4000,4653,19747,21803,0,12037,11040,23077,22560,22603,0,15627,13883,13130,0,0,39,15912,15839,14158,0,0.0,10.960885170057074,HIGH,1
HIGH,Khandwa,NPD,MADHYA PRADESH,HF,200681,25398.0,4757,5088,6676,23639,22228,21319,22059,27782,26843,26588,21212.25,6079,6290,6838,21903,23449,0,13808,12726,26535,25174,25134,4,25676,26022,24808,22,0,632,15044,14959,13874,2,0.0,69.13459669824249,HIGH,1
HIGH,Khargone,NPD,MADHYA PRADESH,HF,106452,34168.75,5901,6659,7372,33249,31181,30119,27164,38439,37132,36758,26295.5,6085,6699,7400,29304,34383,4,18604,17249,35853,35659,35036,44,34546,32435,31464,94,0,1446,22690,22261,20110,0,0.0,188.91143426145118,HIGH,1
HIGH,Mandla,PD,MADHYA PRADESH,HF,1053522,16719.75,2878,3170,3670,14469,14006,13626,13677,16825,16851,16864,12204.25,2866,3103,3510,13912,15428,15,8840,8320,17161,17008,16946,61,14532,20269,18739,6,0,26,22322,22125,20584,0,0.0,19.538272575228614,HIGH,1
HIGH,Mandsaur,NPD,MADHYA PRADESH,HF,1339832,21452.5,3429,3853,4436,20498,19450,18824,21313,23879,23344,23179,20550.75,3452,3901,4441,18499,19461,3,12612,11267,23879,21405,21903,60,21987,23866,22777,55,0,148,17432,17328,15329,0,0.0,11.440986631159728,HIGH,1
HIGH,Morena,NPD,MADHYA PRADESH,HF,1965137,41712.25,6727,7212,8186,37185,34170,32062,39876,43156,41154,40171,36188.5,5965,7153,8145,32950,36446,13,21154,17957,39111,36948,36895,0,25594,27972,28343,34,0,554,22760,22394,18441,0,6.23617762168188,9.384078565514772,HIGH,1
HIGH,Narsinghpur,NPD,MADHYA PRADESH,HF,1092141,18283.5,3199,3456,3827,16767,15998,15756,17424,19777,19493,19463,17374.75,3306,3507,3779,16740,19027,0,11086,10071,21158,19300,19312,0,18283,18013,18305,4,0,99,13894,13878,13574,0,0.0,12.428798113064154,HIGH,1
HIGH,Neemuch,NPD,MADHYA PRADESH,HF,825958,12619.5,2218,2504,2761,11794,11285,11191,12086,13736,13671,13886,11004.5,2223,2501,2886,11495,10901,11,6943,6089,13033,11661,11668,9,9415,11705,11175,7,0,8,9758,9501,7599,0,0.0,9.200225677334682,HIGH,1
HIGH,Panna,PD,MADHYA PRADESH,HF,1016028,20522.0,3524,4082,4536,21388,20381,19832,17182,24640,24454,24421,16714.0,3457,4013,4496,19328,23580,0,13378,12181,25560,24043,24040,1,11106,22667,20713,44,0,464,17606,17403,16393,2,0.0,16.13439787092482,HIGH,1
HIGH,Raisen,PD,MADHYA PRADESH,HF,1331699,21920.0,4358,5069,5776,25287,24401,24086,19842,29121,29205,29670,17694.75,4107,5180,5889,25173,28781,15,16106,14641,30748,29707,30307,40,18139,20487,19150,21,0,134,23376,23140,18778,0,0.0,14.100784036032167,HIGH,1
HIGH,Rajgarh,NPD,MADHYA PRADESH,HF,1546541,23790.5,5093,5788,6381,25840,24913,24357,22138,30636,30477,30541,21713.0,5003,5679,6270,26059,25580,0,15737,14454,30192,27094,27992,0,17869,23921,25512,23,0,512,21800,21309,15792,0,0.0,10.211174485513157,HIGH,1
HIGH,Ratlam,NPD,MADHYA PRADESH,HF,1454483,28701.5,4536,5307,5835,27304,26028,25364,28135,30835,30888,30786,25984.75,4584,5259,5845,24808,28059,0,16196,14908,31104,28408,28909,0,26186,23947,22532,3,0,32,19446,19279,16547,0,0.0,11.376550980657731,HIGH,1
HIGH,Rewa,NPD,MADHYA PRADESH,HF,2363744,46813.75,9074,10723,11729,47684,44799,42296,39820,54331,52140,50718,36574.75,8287,10484,12593,42694,38472,131,27241,23719,50960,47402,45236,129,33224,40248,36853,59,0,48,32072,31510,28350,1,0.0,11.99368459528612,HIGH,1
HIGH,Sagar,PD,MADHYA PRADESH,HF,2378295,45984.5,6867,8546,9904,42048,40158,39089,36592,47116,47115,47346,30653.0,7294,8510,9827,38121,41561,27,25243,23359,48603,45318,45198,149,36752,40710,39949,13,0,119,27663,27568,23364,1,0.0,9.823844392726723,HIGH,1
HIGH,Satna,PD,MADHYA PRADESH,HF,2228619,40007.0,7302,8510,9557,39596,37743,36136,34659,44903,44137,43695,30424.75,6638,8249,9336,35667,41053,0,23911,21232,45143,42988,41717,4,32751,34670,34893,17,0,94,26595,26299,23583,0,0.0,10.581889501974093,HIGH,1
HIGH,Sehore,NPD,MADHYA PRADESH,HF,1311008,24422.5,5182,6257,7057,25961,24774,24355,22688,29989,29965,30582,21559.25,5162,6248,7011,24547,24797,0,16314,15023,31337,28237,28830,0,21890,23100,20721,0,0,848,18483,18349,16074,0,0.0,12.26079474724792,HIGH,1
HIGH,Seoni,NPD,MADHYA PRADESH,HF,1378876,21754.25,3536,4093,4632,19876,19138,18655,20140,22897,22889,22928,19229.75,3482,4075,4628,18970,21354,0,11932,11289,23221,22574,22469,0,17197,18191,19204,3,0,49,21297,20742,19802,0,0.0,14.360972270167876,HIGH,1
HIGH,Shahdol,PD,MADHYA PRADESH,HF,1064989,20413.75,3385,3721,4092,16870,16120,15360,18500,20069,19703,19345,18408.0,3405,3686,4083,15193,18569,0,10320,9350,19670,19429,19402,0,15318,16605,15374,42,0,189,14868,14750,12916,0,3.6433776253750536,12.127824794434495,HIGH,1
HIGH,Shajapur,NPD,MADHYA PRADESH,HF,1512353,16243.25,2515,2961,3463,16183,15674,15256,15334,18542,18645,18719,13659.25,2584,3023,3467,14251,17088,0,9328,8546,17875,17136,17292,2,13462,13831,14079,40,0,393,10539,10370,8335,0,0.0,5.511279443357471,HIGH,1
HIGH,Sheopur,NPD,MADHYA PRADESH,HF,687952,14259.0,2472,2915,3352,13579,12401,11536,9221,15976,15224,14789,8220.5,2595,2933,3382,11990,12384,0,7198,6315,13514,13450,13509,0,8429,8394,8700,2,0,7,8953,8492,6869,0,5.224770320499333,9.984708235458289,HIGH,1
HIGH,Shivpuri,NPD,MADHYA PRADESH,HF,1725818,36769.5,6872,7890,8736,34402,32207,30643,32807,40404,39484,38800,29141.5,5533,8955,9598,36339,35936,5,21715,19111,40826,40889,40803,75,27721,32365,30422,28,0,49,24099,23506,19646,0,0.0,11.383587377116243,HIGH,1
HIGH,Sidhi,PD,MADHYA PRADESH,HF,1126515,27293.0,4327,5086,5691,23771,23143,22179,19384,27091,27356,26055,17953.5,4314,4847,5525,22874,22062,6,13879,12531,26411,25322,24786,105,20885,19569,19895,13,0,6,16963,16951,15011,40,3.231597845601436,13.325166553485749,HIGH,1
HIGH,Singroli,PD,MADHYA PRADESH,HF,1178132,29131.25,5604,6480,7024,26039,24347,22695,16538,30534,29517,28476,13620.25,5392,6296,7046,24884,23593,81,15701,14354,30056,27549,26618,23,16851,17176,17117,102,0,791,13985,13431,12175,0,0.0,10.334156104748873,HIGH,1
HIGH,Tikamgarh,PD,MADHYA PRADESH,HF,1444920,28182.5,4750,5464,6124,26904,25400,24724,24911,31422,30666,30565,23328.75,4006,5467,6104,24344,27080,0,15844,14083,29927,28004,28424,10,15197,27122,27542,19,0,80,18673,18584,15440,0,0.0,10.685712703817513,HIGH,1
HIGH,Ujjain,NPD,MADHYA PRADESH,HF,1986597,33429.0,5083,6122,6973,33375,31949,30971,31423,38385,38053,37862,29212.5,5129,6109,6940,28358,33091,0,18823,17376,36199,36228,36287,0,32597,30352,29194,48,1,338,23688,23260,16914,0,0.0,8.514056952668307,HIGH,1
HIGH,Umaria,PD,MADHYA PRADESH,HF,643579,11266.0,1959,2325,2624,11132,10837,10546,10175,12266,12418,12405,9523.75,2004,2325,2614,11573,11378,0,6901,6453,13354,13039,12957,0,8926,10870,9820,1,0,213,10505,10315,9625,0,0.0,14.955428937240029,HIGH,1
HIGH,Vidisha,NPD,MADHYA PRADESH,HF,1458212,27549.0,5041,5945,6530,26657,25109,23892,22462,31421,30824,30274,20540.75,5216,6088,6634,24828,26355,15,16276,14737,31013,29336,29320,107,17155,20914,20540,66,1,1382,20850,20476,16151,0,0.0,11.075892942864275,HIGH,1
LOW,Ahmednagar,NPD,MAHARASHTRA,NHF,4543088,81899.75,35989,36640,38302,46407,44030,42478,57941,80021,79385,79872,26437.75,36201,36643,38539,61451,75162,0,41332,37013,78346,76191,76345,135,62478,76769,75701,0,0,3069,31755,31673,25414,0,4.33914633439052,5.593992456232413,LOW,0
LOW,Akola,NPD,MAHARASHTRA,NHF,1818617,37420.0,12765,13151,13988,18627,17587,17045,36541,31122,30543,30926,22618.25,12751,13031,13867,22643,29157,0,15837,14338,30175,29031,29041,0,26351,29164,30079,0,0,1,14282,14258,10575,0,19.361304115446284,5.814858213686554,LOW,0
LOW,Amravati,NPD,MAHARASHTRA,NHF,2887826,51099.0,20217,20458,21333,26499,24580,23499,36803,45876,44530,44375,23060.5,20364,20504,21249,33578,43520,28030,22788,20542,43330,43634,43625,15,42628,48294,49946,1,0,17,23315,23308,20596,34626,15.203820035617136,7.132008645950275,LOW,0
LOW,Aurangabad,PD,MAHARASHTRA,NHF,3695928,76699.75,32206,33439,33958,44188,41600,39730,60406,74875,73944,72717,34640.5,32761,33406,33836,53096,69309,0,37006,33751,70757,69436,69073,3,56191,63611,69506,1,1,184,24156,24039,19373,0,7.7480695830168935,5.241714665437205,LOW,0
LOW,Bhandara,NPD,MAHARASHTRA,NHF,1198810,18316.25,7908,8221,8671,10240,9832,9637,14613,18111,18016,18257,12958.0,7902,8210,8667,13982,18229,13322,9283,8540,17823,18006,18071,47,18210,19043,20786,0,0,98,9240,9241,8291,16935,2.692963898177848,6.916025058182697,LOW,0
LOW,Bid,PD,MAHARASHTRA,NHF,2585962,50895.5,21985,22471,23152,28986,26573,25356,43291,49517,47891,47666,16229.0,22046,22543,23175,34789,43329,24547,23614,20897,44511,43336,44024,14,36923,47732,48314,0,0,0,22765,22765,19841,34327,12.54433103123066,7.672579875497011,LOW,0
LOW,Brihan Mumbai(greater),NPD,MAHARASHTRA,NHF,12478447,181440.0,80827,82739,90861,101302,97292,98527,164344,180322,178529,188890,112052.5,79994,81020,88753,138480,133210,0,94864,89340,184205,186566,184809,45986,174767,209028,209384,7,4,42,38786,38519,5176,0,0.0,0.4147952064868329,LOW,0
LOW,Buldana,NPD,MAHARASHTRA,NHF,2588039,46967.25,21232,21815,22920,26781,25249,25562,37606,46398,46012,47606,16821.75,20969,21698,22748,36676,43969,1,25081,22445,47526,44761,45132,2,36536,43055,42731,1,0,6,18336,18116,13367,0,0.0,5.164914439079164,LOW,0
LOW,Chandrapur,NPD,MAHARASHTRA,NHF,2194262,30810.5,14050,14639,15467,19957,18954,18264,23519,33810,33484,33453,21591.5,13869,14402,15246,25167,31092,20,16772,15624,32396,31175,31362,1203,28220,34481,36831,2,0,104,16766,16762,14954,15,0.0,6.815047610540582,LOW,0
LOW,Dhule,PD,MAHARASHTRA,NHF,2048781,41123.75,18220,17895,18257,25536,23968,22636,32213,42663,41094,40254,25129.0,18324,17999,18404,30540,35511,0,20666,18243,38910,36674,36656,0,31538,35305,32451,0,0,0,14657,14625,11116,0,5.3831423447521205,5.425665310250339,LOW,0
LOW,Gadchiroli,PD,MAHARASHTRA,NHF,1071795,17613.25,7242,7632,8120,10150,9701,9261,14802,17123,17191,17158,11122.5,7251,7638,7986,13455,17354,11166,9047,8361,17408,17488,17548,42,16395,17450,18587,2,0,93,13546,13489,8672,15929,1.1653158843484308,8.091099510634029,LOW,0
LOW,Gondiya,NPD,MAHARASHTRA,NHF,1322331,19294.75,8239,8647,9096,11544,11108,10744,16577,19479,19517,19684,9952.75,8248,8660,9063,15491,18957,4915,9831,9156,18987,19202,19492,0,18837,20604,22087,0,0,9,15474,15394,11636,8359,1.5949934567693285,8.799612199971111,LOW,0
LOW,Hingoli,PD,MAHARASHTRA,NHF,1178973,24437.0,10585,10883,11205,13139,12226,11520,15986,23194,22890,22674,10064.75,10519,10894,11211,16807,20846,0,11345,10322,21667,20964,21323,1,18651,22097,21791,1,0,6,11605,11605,10051,0,11.335270286860089,8.525216438374756,LOW,0
LOW,Jalgaon,PD,MAHARASHTRA,NHF,4224442,77237.5,32581,32689,32895,45719,43479,41834,57476,76002,73947,73458,28495.25,32572,32670,33134,56747,64939,0,37829,33073,70902,67924,67729,0,54311,63979,64417,0,1,0,25815,25815,21133,0,8.202621783460106,5.002554183487429,LOW,0
LOW,Jalna,PD,MAHARASHTRA,NHF,1958483,48329.0,21332,21690,22177,22307,20785,19761,41831,42072,41315,40854,25818.75,21405,21766,22264,30351,37439,0,20794,18392,39186,37565,37660,39,32462,35925,34705,1,0,44,15958,15908,13949,0,18.918247842910056,7.122349287688482,LOW,0
LOW,Kolhapur,NPD,MAHARASHTRA,NHF,3874015,60801.25,26294,27551,29705,33787,32684,33352,56791,59436,59586,62531,26271.0,26382,27488,29650,47622,61613,0,33297,29433,62731,62080,62051,210,55897,64398,68217,3,0,5,24686,24686,20852,0,0.0,5.3825294945941105,LOW,0
LOW,Latur,NPD,MAHARASHTRA,NHF,2455543,52228.75,21864,21734,22216,27071,25035,23737,47523,47507,45456,44916,20026.25,21864,21688,22120,34990,40619,25345,22281,20176,42458,40259,41072,307,36166,43719,44131,0,0,34,21837,21838,15924,29499,18.707608357465954,6.484920036016473,LOW,0
LOW,Nagpur,NPD,MAHARASHTRA,NHF,4653171,62383.75,28219,29169,30545,37417,36198,35147,49275,63986,63805,64119,40864.75,28384,29078,30108,49402,61658,21417,33548,31557,65105,64126,64191,459,52082,52132,56357,2,0,1,29013,28583,16926,29205,0.0,3.6375194464162184,LOW,0
LOW,Nanded,PD,MAHARASHTRA,NHF,3356566,64252.75,28391,28684,29561,38461,35784,34570,63850,65743,63633,63518,30165.5,28495,28715,29533,47255,58796,0,31495,29088,60584,58953,58982,0,53678,60976,60570,0,0,64,27000,27000,11071,0,5.7098723400943925,3.298311429002141,LOW,0
LOW,Nandurbar,PD,MAHARASHTRA,NHF,1646177,31824.25,14878,15042,15860,19414,18691,17826,24992,32211,32079,32348,17999.0,14832,15334,15332,26951,27996,0,16526,14847,31374,28783,28968,0,24751,29557,26907,0,0,2,21605,21273,15348,0,1.4148016056937713,9.323420264042081,LOW,0
LOW,Nashik,NPD,MAHARASHTRA,NHF,6109052,123395.5,47394,48401,50923,69927,65946,64071,76524,116636,114098,114979,48164.0,46804,47745,50144,89194,105270,0,56243,50944,107187,107089,107139,0,88933,101805,102151,1,1,7,46097,46050,30138,0,13.135406072344615,4.933334992074057,LOW,0
LOW,Osmanabad,NPD,MAHARASHTRA,NHF,1660311,30317.25,13087,12840,13132,17471,16067,15325,24453,29902,28478,28285,17773.0,13101,12820,13230,21969,26233,0,14350,12768,27118,26427,26650,110,23677,28014,28510,0,0,9,13013,13012,8519,0,10.552573205023542,5.130966427374149,LOW,0
LOW,Palghar,NPD,MAHARASHTRA,NHF,2990116,53992.75,23967,25633,27075,33965,32535,30755,46178,57332,57847,57555,24708.0,23687,25702,26923,45420,53444,0,30123,27616,57740,53783,54434,2253,45488,47592,39484,2,1,8,25021,24867,20835,0,0.0,6.967957095978885,LOW,0
LOW,Parbhani,NPD,MAHARASHTRA,NHF,1835982,38037.0,17151,16890,16940,21176,19299,19052,28296,36726,35168,35514,19439.5,17130,16919,16939,27987,30450,0,19122,16734,35856,30752,30766,0,25045,29347,29293,3,0,58,14203,14142,8181,0,5.733890685385283,4.455926038490573,LOW,0
LOW,Pune,NPD,MAHARASHTRA,NHF,9426959,159302.5,66223,69282,71981,83429,82103,81395,138759,144811,148113,150814,99098.25,65833,69334,71673,125671,141060,0,81020,73539,154559,143314,143880,1908,110290,132247,147667,17,0,972,35589,35372,22789,0,2.9776682726259787,2.417428568428058,LOW,0
LOW,Raigarh,NPD,MAHARASHTRA,NHF,2635394,39940.75,17230,17313,17793,23468,22521,21705,31995,39840,39445,39660,19633.0,16865,17354,17784,30388,35219,2,20719,18914,39633,35603,36259,2160,32030,40505,42212,1,0,2,23117,23060,18394,0,0.7705163273098277,6.979601532066932,LOW,0
LOW,Ratnagiri,NPD,MAHARASHTRA,NHF,1612672,18791.0,8241,8512,8827,10849,10085,9595,14869,18627,18290,18305,6671.25,8235,8511,8835,14200,17788,0,9377,8556,17933,17842,17848,0,17552,19361,26219,0,0,37,12571,12570,9744,0,4.566015645787877,6.04214620207953,LOW,0
LOW,Sangli,NPD,MAHARASHTRA,NHF,2820575,52558.75,21596,21906,23141,29094,27638,26569,46672,50109,49088,49273,18753.0,21574,21939,23035,36963,47584,0,25860,22822,48682,47972,47988,2,41904,45325,50096,1,0,17,15604,15595,14344,0,7.37603158370395,5.085487888107921,LOW,0
LOW,Satara,NPD,MAHARASHTRA,NHF,3003922,52184.75,19888,20075,21600,29489,27979,27485,43105,48844,47665,48734,20046.0,19997,20102,21631,37645,45656,1,24912,22415,47327,44041,45854,187,35949,47880,51661,0,0,3,22082,22079,17819,5,9.30875399422245,5.931911680795972,LOW,0
LOW,Sindhudurg,NPD,MAHARASHTRA,NHF,848868,8737.5,3767,3859,3981,5003,4732,4402,8012,8700,8544,8345,5500.5,3787,3857,3969,6242,8153,0,4223,3887,8110,8211,8225,0,8128,10401,13699,0,0,16,6163,6162,5221,0,7.181688125894134,6.1505440186224485,LOW,0
LOW,Solapur,NPD,MAHARASHTRA,NHF,4315527,83846.25,36124,36131,37494,46714,43581,42555,63156,80685,77913,78289,25245.5,36284,36301,37342,60218,72063,0,40461,35850,76312,73690,73947,494,63891,79964,85400,7,0,42,24753,24678,17400,3,8.985792447485725,4.0319525286251245,LOW,0
LOW,Thane,NPD,MAHARASHTRA,NHF,11054131,146311.25,59563,63079,69416,82669,80287,80684,108145,137389,139086,145637,67248.0,58599,62171,68450,112919,139187,0,75888,70207,146096,143914,143731,11095,122875,134791,126749,60,2,1423,40329,40140,23492,20,0.14711787371100993,2.1251783609222654,LOW,0
LOW,Wardha,NPD,MAHARASHTRA,NHF,1296157,18778.25,8570,8652,8967,11640,11038,10667,16381,19675,19266,19170,10296.75,8563,8649,8964,14524,19441,0,9923,9118,19042,19440,19440,7,18939,22739,23299,0,0,1,10395,10395,8892,0,0.0,6.860280043235503,LOW,0
LOW,Washim,NPD,MAHARASHTRA,NHF,1196714,19303.75,9193,9472,9805,11665,10991,10545,17721,20602,20281,20203,11643.5,9199,9417,9824,15138,19393,13449,10104,8959,19064,19452,19608,23,19002,20994,22245,1,0,2,11403,11343,9583,17226,1.241986660622936,8.007761252897518,LOW,0
LOW,Yavatmal,NPD,MAHARASHTRA,NHF,2775457,48700.0,19563,19969,20723,24468,23703,24257,39753,42425,42768,44232,32060.25,19737,20039,20645,35400,42275,30898,23393,21273,44666,43591,43515,13,41378,45298,46078,1,0,20,28726,28520,22545,36512,8.283367556468173,8.122986592838584,LOW,0
LOW,Bishnupur,NPD,MANIPUR,HF,240363,4140.5,1866,1872,1882,2428,2199,1981,1158,4232,4034,3838,1110.5,1873,1836,1953,3237,2882,3076,2040,1842,3882,3431,3435,0,2579,2138,1787,0,0,0,3740,3283,3084,2950,6.243207342108441,12.830593726987932,LOW,0
LOW,Chandel,PD,MANIPUR,HF,144028,1591.5,852,868,842,645,567,550,262,1431,1400,1330,156.0,847,802,793,1164,992,534,698,687,1386,1254,1253,25,871,600,435,0,0,0,854,737,610,1250,12.91234684260132,4.235287582969978,LOW,0
LOW,Churachandpur,PD,MANIPUR,HF,271274,4815.0,2047,1983,2031,2802,2652,2455,3839,4765,4550,4342,3465.0,2120,1998,2010,3697,3147,4394,1884,1864,3749,3193,3069,27,2487,2601,5554,0,0,0,1006,943,797,6337,22.139148494288683,2.937988896834934,LOW,0
LOW,Imphal East,NPD,MANIPUR,HF,452661,8885.25,4275,4137,3975,3916,3530,3241,3320,8191,7667,7216,2267.25,3864,3828,3646,5643,4730,4872,3609,3290,6900,6046,6052,60,4320,2792,2197,0,0,0,3292,2986,2739,5572,22.343209251287245,6.0508857621929,LOW,0
LOW,Imphal West,NPD,MANIPUR,HF,514683,10385.75,4745,4878,4943,4912,4647,4392,9189,9573,9452,9278,8348.75,4599,4565,4552,7382,6214,5055,4649,4339,8989,8313,8271,26,5692,3370,2640,0,0,144,4625,4519,3534,5790,13.44871578846015,6.866362401711345,LOW,0
LOW,Senapati,PD,MANIPUR,HF,354972,6818.5,3509,3571,3606,3643,3452,3287,2020,7042,6922,6791,1386.25,3337,3355,3443,5019,5215,2036,3168,3038,6206,5836,5824,12,4474,3990,4157,0,0,0,2468,2406,2158,2957,8.982914130673903,6.079352737680718,LOW,0
LOW,Tamenglong,PD,MANIPUR,HF,140143,1996.0,1099,1073,1058,1065,910,800,816,2099,1937,1828,744.0,1069,1037,1022,1329,1178,2,801,743,1544,1291,1295,3,373,187,126,0,0,2,1203,1024,645,0,22.645290581162325,4.602441791598581,LOW,0
LOW,Thoubal,NPD,MANIPUR,HF,420517,8006.75,3574,3624,3615,4483,4171,3766,1754,7750,7584,7150,1488.75,3217,3194,3247,5801,5671,4444,3667,3238,6905,6160,6116,0,3035,1674,1237,4,0,5,4981,4556,3201,5015,13.760264776594749,7.612058489906473,LOW,0
LOW,Ukhrul,PD,MANIPUR,HF,183115,2201.75,1393,1360,1321,971,854,749,991,2213,2100,1978,730.5,1278,1311,1365,1402,922,2,854,818,1673,1318,1241,21,555,520,832,0,0,0,975,923,701,0,24.014988077665496,3.8281953963356363,LOW,0
HIGH,East Garo Hills,NPD,MEGHALAYA,HF,317618,4370.25,1986,2001,2080,2699,2451,2062,2078,4441,4233,4004,1346.5,1875,1931,1994,2995,2086,14,1733,1720,3453,2582,2533,12,894,2740,5736,2,0,101,6172,5024,4408,0,20.98850180195641,13.878306645089385,HIGH,1
HIGH,East Jaintia Hills,PD,MEGHALAYA,HF,122436,3757.5,1897,1999,2046,2514,2281,2099,1192,4400,4269,4143,730.5,1882,1971,1990,3122,3396,1054,1909,1875,3785,3519,3528,4,2100,1092,280,1,0,53,3499,3067,1834,1221,0.0,14.979254467640237,HIGH,1
HIGH,East Khasi Hills,NPD,MEGHALAYA,HF,824059,25187.75,8497,8269,8336,10671,9101,8143,19946,18918,17347,16406,14151.5,8381,7904,7678,12139,10729,4322,7117,6803,13921,13126,13087,4,7567,5246,3542,2,1,56,18240,17145,11684,4519,44.73106966680231,14.178596435449403,HIGH,1
HIGH,North Garo Hills,NPD,MEGHALAYA,HF,118325,3554.75,1649,1732,1780,2331,2146,1886,1976,3815,3743,3553,1111.0,1562,1640,1663,2697,2068,12,1533,1443,2976,2456,2401,143,1379,1869,2165,0,0,0,4782,3784,3508,0,16.281032421407975,29.64715825058103,HIGH,1
HIGH,Ri Bhoi,NPD,MEGHALAYA,HF,258380,5703.25,2902,2924,2941,4281,3786,3366,2929,6837,6475,6128,1718.75,2777,2852,2827,4920,4161,1655,2601,2473,5074,4797,4778,12,3044,1816,1043,1,0,0,6486,5583,3702,1659,11.033182834348835,14.327734344763527,HIGH,1
HIGH,South Garo Hills,PD,MEGHALAYA,HF,142574,2852.75,1595,1598,1546,1808,1623,1393,997,3358,3201,2900,618.5,1506,1583,1559,2190,1523,0,1176,1136,2313,1920,1913,15,244,1931,2868,1,0,1354,4693,3800,3416,2,18.92034002278503,23.95948770463058,HIGH,1
HIGH,South West Garo Hills,NPD,MEGHALAYA,HF,170794,3287.5,1536,1651,1755,2327,2185,1945,1652,3779,3797,3641,1549.25,1272,1645,1758,2715,2704,5,1711,1627,3339,2829,2837,15,892,1418,2093,0,0,4,4353,3914,3756,0,0.0,21.99140485028748,HIGH,1
HIGH,South West Khasi Hills,NPD,MEGHALAYA,HF,110152,2633.0,1256,1303,1331,1732,1541,1371,665,2977,2850,2644,550.25,1144,1154,1147,1956,1892,582,1186,1082,2269,2189,2189,0,1111,770,339,2,0,31,2943,2103,1658,613,13.824534751234333,15.051928244607451,HIGH,1
HIGH,West Garo Hills,PD,MEGHALAYA,HF,642923,13408.75,5556,5926,6108,7156,6330,5489,6407,12680,12218,11330,6111.0,5465,5894,6088,9470,7386,0,5490,5429,10920,8115,8121,365,1969,3722,5851,0,0,0,13198,10748,10165,4,18.560641372238276,15.810602513831359,HIGH,1
HIGH,West Jaintia Hills,PD,MEGHALAYA,HF,270352,9556.25,3972,4064,4202,5279,4816,4341,4739,9231,8868,8509,3993.0,3932,4032,4163,6293,6991,2043,3947,3754,7701,7351,7290,7,5056,2932,1317,1,0,4,6337,5616,3168,2347,19.413996075866578,11.71805645972658,HIGH,1
HIGH,West Khasi Hills,PD,MEGHALAYA,HF,385601,9877.0,4621,4649,4801,5938,5439,5001,4076,10497,10051,9723,3559.75,4416,4373,4454,7219,5335,1637,4538,4342,8881,7040,7037,0,2726,2321,1599,3,0,50,9961,8093,6023,4701,10.084033613445378,15.619772770298832,HIGH,1
LOW,Aizawl East,NPD,MIZORAM,HF,202027,4191.25,2340,2391,2427,2848,2793,2665,1017,4783,4829,4763,707.25,2492,2460,2571,3991,4424,0,2533,2423,4956,4660,4640,343,3281,3085,2518,1,0,48,1341,1325,1102,0,0.0,5.454716448791498,LOW,0
LOW,Aizawl West,NPD,MIZORAM,HF,202027,4485.75,1070,1119,1192,1735,1653,1564,2778,2806,2772,2756,2715.0,1069,1120,1191,2022,2546,0,1363,1301,2664,2547,2547,4,2298,2175,2466,1,0,0,914,916,873,1,40.61193780304297,4.321204591465498,LOW,0
LOW,Champhai,NPD,MIZORAM,HF,125370,2222.25,1053,1091,1159,1368,1305,1221,1094,2326,2315,2289,1048.5,967,1102,1232,1839,2061,0,1150,1100,2250,2183,2161,3,1476,1453,1031,7,0,12,1259,1218,1117,0,0.0,8.909627502592327,LOW,0
LOW,Kolasib,NPD,MIZORAM,HF,83054,1396.0,615,664,672,753,740,691,633,1664,1482,1427,940.75,704,662,680,1111,1281,0,679,674,1353,1320,1296,22,1202,1249,901,26,0,18,523,516,496,0,3.080229226361032,5.972018205023238,LOW,0
LOW,Lawngtlai,PD,MIZORAM,HF,117444,1993.75,853,881,893,1206,1075,969,598,1983,1933,1816,332.5,1016,877,888,1271,1281,2,750,746,1497,1409,1411,32,966,737,383,2,0,44,714,680,568,0,24.9153605015674,4.836347535846872,LOW,0
LOW,Lunglei,PD,MIZORAM,HF,154094,2390.75,946,1012,1064,1306,1253,1159,1301,2215,2234,2213,555.5,975,1037,1088,1565,1835,0,1005,975,1980,1969,1942,8,2239,2268,2013,2,0,1,1274,1233,1188,0,17.180801003869078,7.70957986683453,LOW,0
